"","entry_exit_provider_program_type_code","ee_uid","client_id","entry_exit_review_uid","entry_exit_review_point_in_time_type","entry_exit_review_date","entry_exit_review_date_updated"
"8163","PH - Rapid Re-Housing (HUD)",836674,431950,67971,"Interim Review","12/15/2017","12/18/2017"
"8164","PH - Rapid Re-Housing (HUD)",836675,431952,66224,"Interim Review","11/30/2017","11/30/2017"
"8165","PH - Rapid Re-Housing (HUD)",836675,431952,66412,"Interim Review","11/20/2017","12/4/2017"
"8166","PH - Rapid Re-Housing (HUD)",836675,431952,67421,"Interim Review","12/11/2017","12/12/2017"
"8167","PH - Rapid Re-Housing (HUD)",836675,431952,67969,"Interim Review","12/15/2017","12/18/2017"
"8168","PH - Rapid Re-Housing (HUD)",836675,431952,67972,"Interim Review","12/15/2017","12/18/2017"
"8169","PH - Rapid Re-Housing (HUD)",836676,431951,66225,"Interim Review","11/30/2017","11/30/2017"
"8170","PH - Rapid Re-Housing (HUD)",836676,431951,66413,"Interim Review","11/20/2017","12/4/2017"
"8171","PH - Rapid Re-Housing (HUD)",836676,431951,67422,"Interim Review","12/11/2017","12/12/2017"
"8172","PH - Rapid Re-Housing (HUD)",836676,431951,67970,"Interim Review","12/15/2017","12/18/2017"
"8173","PH - Rapid Re-Housing (HUD)",836676,431951,67973,"Interim Review","12/15/2017","12/18/2017"
"8174","PH - Rapid Re-Housing (HUD)",782352,396971,72962,"Interim Review","5/16/2017","2/15/2018"
"8175","PH - Rapid Re-Housing (HUD)",782352,396971,80112,"Interim Review","5/6/2016","4/19/2018"
"8176","PH - Rapid Re-Housing (HUD)",782352,396971,97688,"Interim Review","5/17/2018","11/16/2018"
"8177","PH - Rapid Re-Housing (HUD)",782353,396973,72963,"Interim Review","5/16/2017","2/15/2018"
"8178","PH - Rapid Re-Housing (HUD)",782353,396973,80113,"Interim Review","5/6/2016","4/19/2018"
"8179","PH - Rapid Re-Housing (HUD)",782353,396973,97689,"Interim Review","5/17/2018","11/16/2018"
"8180","PH - Rapid Re-Housing (HUD)",782354,396974,72964,"Interim Review","5/16/2017","2/15/2018"
"8181","PH - Rapid Re-Housing (HUD)",782354,396974,80114,"Interim Review","5/6/2016","4/19/2018"
"8182","PH - Rapid Re-Housing (HUD)",782354,396974,97690,"Interim Review","5/17/2018","11/16/2018"
"8183","PH - Rapid Re-Housing (HUD)",802101,380925,72996,"Interim Review","8/11/2017","2/15/2018"
"8184","PH - Rapid Re-Housing (HUD)",802101,380925,80105,"Interim Review","8/11/2016","4/19/2018"
"8185","PH - Rapid Re-Housing (HUD)",802101,380925,97679,"Interim Review","8/5/2018","11/16/2018"
"8186","PH - Rapid Re-Housing (HUD)",802102,434159,72997,"Interim Review","8/11/2017","2/15/2018"
"8187","PH - Rapid Re-Housing (HUD)",802102,434159,80106,"Interim Review","8/11/2016","4/19/2018"
"8188","PH - Rapid Re-Housing (HUD)",802102,434159,97680,"Interim Review","8/5/2018","11/16/2018"
"8189","PH - Rapid Re-Housing (HUD)",802103,434158,72998,"Interim Review","8/11/2017","2/15/2018"
"8190","PH - Rapid Re-Housing (HUD)",802103,434158,80107,"Interim Review","8/11/2016","4/19/2018"
"8191","PH - Rapid Re-Housing (HUD)",802103,434158,97678,"Interim Review","8/5/2018","11/16/2018"
"8192","PH - Rapid Re-Housing (HUD)",805553,422212,72982,"Interim Review","8/5/2017","2/15/2018"
"8193","PH - Rapid Re-Housing (HUD)",805553,422212,80117,"Interim Review","10/3/2016","4/19/2018"
"8194","PH - Rapid Re-Housing (HUD)",805553,422212,97705,"Interim Review","8/6/2018","11/16/2018"
"8195","PH - Rapid Re-Housing (HUD)",805556,322286,72994,"Interim Review","7/18/2017","2/15/2018"
"8196","PH - Rapid Re-Housing (HUD)",805558,327747,72995,"Interim Review","7/18/2017","2/15/2018"
"8197","PH - Rapid Re-Housing (HUD)",806449,342137,72971,"Interim Review","9/1/2017","2/15/2018"
"8198","PH - Rapid Re-Housing (HUD)",806450,429776,72972,"Interim Review","9/1/2017","2/15/2018"
"8199","PH - Rapid Re-Housing (HUD)",806450,429776,97697,"Interim Review","9/2/2018","11/16/2018"
"8200","PH - Rapid Re-Housing (HUD)",813222,431199,72960,"Interim Review","7/15/2017","2/15/2018"
"8201","PH - Rapid Re-Housing (HUD)",813222,431199,80126,"Interim Review","9/13/2016","4/19/2018"
"8202","PH - Rapid Re-Housing (HUD)",813222,431199,97682,"Interim Review","7/14/2018","11/16/2018"
"8203","PH - Rapid Re-Housing (HUD)",814291,432856,72956,"Interim Review","10/30/2017","2/15/2018"
"8204","PH - Rapid Re-Housing (HUD)",814291,432856,80132,"Interim Review","9/30/2016","4/19/2018"
"8205","PH - Rapid Re-Housing (HUD)",814292,432860,72953,"Interim Review","2/12/2018","2/15/2018"
"8206","PH - Rapid Re-Housing (HUD)",814292,432860,72957,"Interim Review","10/30/2017","2/15/2018"
"8207","PH - Rapid Re-Housing (HUD)",814292,432860,80133,"Interim Review","9/30/2016","4/19/2018"
"8208","PH - Rapid Re-Housing (HUD)",814293,432861,72954,"Interim Review","2/12/2018","2/15/2018"
"8209","PH - Rapid Re-Housing (HUD)",814293,432861,72958,"Interim Review","10/30/2017","2/15/2018"
"8210","PH - Rapid Re-Housing (HUD)",814293,432861,80134,"Interim Review","9/30/2016","4/19/2018"
"8211","PH - Rapid Re-Housing (HUD)",814294,432859,72955,"Interim Review","2/12/2018","2/15/2018"
"8212","PH - Rapid Re-Housing (HUD)",814294,432859,72959,"Interim Review","10/30/2017","2/15/2018"
"8213","PH - Rapid Re-Housing (HUD)",814294,432859,80135,"Interim Review","9/30/2016","4/19/2018"
"8214","PH - Rapid Re-Housing (HUD)",814322,363800,72961,"Interim Review","9/15/2017","2/15/2018"
"8215","PH - Rapid Re-Housing (HUD)",814322,363800,80103,"Interim Review","9/15/2017","4/19/2018"
"8216","PH - Rapid Re-Housing (HUD)",814322,363800,97687,"Interim Review","9/16/2018","11/16/2018"
"8217","PH - Rapid Re-Housing (HUD)",814706,432684,72968,"Interim Review","7/9/2017","2/15/2018"
"8218","PH - Rapid Re-Housing (HUD)",814706,432684,80127,"Interim Review","7/9/2016","4/19/2018"
"8219","PH - Rapid Re-Housing (HUD)",814706,432684,97693,"Interim Review","7/10/2018","11/16/2018"
"8220","PH - Rapid Re-Housing (HUD)",814707,432686,72969,"Interim Review","7/9/2017","2/15/2018"
"8221","PH - Rapid Re-Housing (HUD)",814707,432686,80128,"Interim Review","7/9/2016","4/19/2018"
"8222","PH - Rapid Re-Housing (HUD)",814707,432686,97694,"Interim Review","7/10/2018","11/16/2018"
"8223","PH - Rapid Re-Housing (HUD)",814708,432685,72970,"Interim Review","7/9/2017","2/15/2018"
"8224","PH - Rapid Re-Housing (HUD)",814708,432685,80129,"Interim Review","7/9/2016","4/19/2018"
"8225","PH - Rapid Re-Housing (HUD)",814708,432685,97695,"Interim Review","7/10/2018","11/16/2018"
"8226","PH - Rapid Re-Housing (HUD)",816627,432724,72985,"Interim Review","9/24/2017","11/16/2018"
"8227","PH - Rapid Re-Housing (HUD)",816627,432724,80131,"Interim Review","10/24/2016","4/19/2018"
"8228","PH - Rapid Re-Housing (HUD)",816627,432724,97710,"Interim Review","9/20/2018","11/16/2018"
"8229","PH - Rapid Re-Housing (HUD)",816628,432725,72986,"Interim Review","9/24/2017","11/16/2018"
"8230","PH - Rapid Re-Housing (HUD)",816628,432725,80130,"Interim Review","10/24/2016","4/19/2018"
"8231","PH - Rapid Re-Housing (HUD)",816628,432725,97711,"Interim Review","9/20/2018","11/16/2018"
"8232","PH - Rapid Re-Housing (HUD)",818173,426496,72976,"Interim Review","7/21/2017","2/15/2018"
"8233","PH - Rapid Re-Housing (HUD)",818173,426496,80118,"Interim Review","7/21/2016","4/19/2018"
"8234","PH - Rapid Re-Housing (HUD)",818173,426496,97698,"Interim Review","7/21/2018","11/16/2018"
"8235","PH - Rapid Re-Housing (HUD)",818174,426500,72977,"Interim Review","7/21/2017","2/15/2018"
"8236","PH - Rapid Re-Housing (HUD)",818174,426500,80119,"Interim Review","7/21/2016","4/19/2018"
"8237","PH - Rapid Re-Housing (HUD)",818174,426500,97699,"Interim Review","7/21/2018","11/16/2018"
"8238","PH - Rapid Re-Housing (HUD)",818175,426501,72978,"Interim Review","7/21/2017","2/15/2018"
"8239","PH - Rapid Re-Housing (HUD)",818175,426501,80120,"Interim Review","7/21/2016","4/19/2018"
"8240","PH - Rapid Re-Housing (HUD)",818175,426501,97700,"Interim Review","7/21/2018","11/16/2018"
"8241","PH - Rapid Re-Housing (HUD)",825114,384273,72990,"Interim Review","9/15/2017","2/15/2018"
"8242","PH - Rapid Re-Housing (HUD)",825114,384273,80108,"Interim Review","9/15/2016","4/19/2018"
"8243","PH - Rapid Re-Housing (HUD)",825114,384273,97712,"Interim Review","9/16/2018","11/16/2018"
"8244","PH - Rapid Re-Housing (HUD)",825115,384276,72991,"Interim Review","9/15/2017","2/15/2018"
"8245","PH - Rapid Re-Housing (HUD)",825115,384276,80109,"Interim Review","9/15/2016","4/19/2018"
"8246","PH - Rapid Re-Housing (HUD)",825115,384276,97713,"Interim Review","9/16/2018","11/16/2018"
"8247","PH - Rapid Re-Housing (HUD)",825116,384274,72992,"Interim Review","9/15/2017","2/15/2018"
"8248","PH - Rapid Re-Housing (HUD)",825116,384274,80110,"Interim Review","9/15/2016","4/19/2018"
"8249","PH - Rapid Re-Housing (HUD)",825116,384274,97714,"Interim Review","9/16/2018","11/16/2018"
"8250","PH - Rapid Re-Housing (HUD)",825117,384275,72993,"Interim Review","9/15/2017","2/15/2018"
"8251","PH - Rapid Re-Housing (HUD)",825117,384275,80111,"Interim Review","9/15/2016","4/19/2018"
"8252","PH - Rapid Re-Housing (HUD)",826233,410792,72983,"Interim Review","7/18/2017","2/15/2018"
"8253","PH - Rapid Re-Housing (HUD)",826233,410792,80115,"Interim Review","8/3/2016","4/19/2018"
"8254","PH - Rapid Re-Housing (HUD)",826233,410792,88533,"Interim Review","7/11/2018","7/12/2018"
"8255","PH - Rapid Re-Housing (HUD)",826233,410792,88535,"Interim Review","7/12/2018","7/12/2018"
"8256","PH - Rapid Re-Housing (HUD)",826233,410792,88930,"Interim Review","7/17/2018","7/17/2018"
"8257","PH - Rapid Re-Housing (HUD)",826234,410793,72984,"Interim Review","7/18/2017","2/15/2018"
"8258","PH - Rapid Re-Housing (HUD)",826234,410793,80116,"Interim Review","8/3/2016","4/19/2018"
"8259","PH - Rapid Re-Housing (HUD)",826234,410793,88534,"Interim Review","7/11/2018","7/12/2018"
"8260","PH - Rapid Re-Housing (HUD)",826234,410793,88536,"Interim Review","7/12/2018","7/12/2018"
"8261","PH - Rapid Re-Housing (HUD)",826234,410793,88931,"Interim Review","7/17/2018","7/17/2018"
"8262","PH - Rapid Re-Housing (HUD)",886647,214515,72973,"Interim Review","9/26/2017","2/15/2018"
"8263","PH - Rapid Re-Housing (HUD)",886647,214515,83591,"Interim Review","5/22/2017","5/22/2018"
"8264","PH - Rapid Re-Housing (HUD)",886648,214518,72974,"Interim Review","9/26/2017","2/15/2018"
"8265","PH - Rapid Re-Housing (HUD)",886648,214518,83592,"Interim Review","5/22/2017","5/22/2018"
"8266","PH - Rapid Re-Housing (HUD)",886649,214517,72975,"Interim Review","9/26/2017","2/15/2018"
"8267","PH - Rapid Re-Housing (HUD)",886649,214517,83593,"Interim Review","5/22/2017","5/22/2018"
"8268","PH - Rapid Re-Housing (HUD)",966988,434511,97674,"Interim Review","9/25/2018","11/16/2018"
"8269","PH - Rapid Re-Housing (HUD)",966988,434511,98459,"Interim Review","9/27/2016","11/27/2018"
"8270","PH - Rapid Re-Housing (HUD)",966989,434512,97675,"Interim Review","9/25/2018","11/16/2018"
"8271","PH - Rapid Re-Housing (HUD)",966989,434512,98460,"Interim Review","9/27/2016","11/27/2018"
"8272","PH - Rapid Re-Housing (HUD)",966990,434513,97676,"Interim Review","9/25/2018","11/16/2018"
"8273","PH - Rapid Re-Housing (HUD)",966990,434513,98461,"Interim Review","9/27/2016","11/27/2018"
"8274","PH - Rapid Re-Housing (HUD)",705217,391751,37217,"Interim Review","7/1/2016","7/27/2016"
"8275","PH - Rapid Re-Housing (HUD)",705218,392521,37218,"Interim Review","7/1/2016","7/27/2016"
"8276","PH - Rapid Re-Housing (HUD)",705219,392520,37219,"Interim Review","7/1/2016","7/27/2016"
"8277","PH - Rapid Re-Housing (HUD)",706417,185619,37378,"Interim Review","12/18/2015","7/29/2016"
"8278","PH - Rapid Re-Housing (HUD)",706417,185619,37381,"Interim Review","3/15/2016","7/29/2016"
"8279","PH - Rapid Re-Housing (HUD)",706417,185619,37385,"Interim Review","5/18/2016","7/29/2016"
"8280","PH - Rapid Re-Housing (HUD)",706418,185621,37379,"Interim Review","12/18/2015","7/29/2016"
"8281","PH - Rapid Re-Housing (HUD)",706418,185621,37382,"Interim Review","3/15/2016","7/29/2016"
"8282","PH - Rapid Re-Housing (HUD)",706418,185621,37386,"Interim Review","5/18/2016","7/29/2016"
"8283","PH - Rapid Re-Housing (HUD)",706419,308254,37380,"Interim Review","12/18/2015","7/29/2016"
"8284","PH - Rapid Re-Housing (HUD)",706419,308254,37383,"Interim Review","3/15/2016","7/29/2016"
"8285","PH - Rapid Re-Housing (HUD)",706419,308254,37387,"Interim Review","5/18/2016","7/29/2016"
"8286","PH - Rapid Re-Housing (HUD)",720339,378399,75678,"Interim Review","12/19/2018","3/8/2018"
"8287","PH - Rapid Re-Housing (HUD)",720340,398210,75679,"Interim Review","12/19/2018","3/8/2018"
"8288","PH - Rapid Re-Housing (HUD)",736137,356757,37299,"Interim Review","7/28/2016","7/28/2016"
"8289","PH - Rapid Re-Housing (HUD)",736137,356757,71418,"Interim Review","1/11/2018","2/1/2018"
"8290","PH - Rapid Re-Housing (HUD)",736137,356757,75647,"Interim Review","2/12/2018","3/8/2018"
"8291","PH - Rapid Re-Housing (HUD)",736137,356757,75648,"Interim Review","3/7/2018","3/8/2018"
"8292","PH - Rapid Re-Housing (HUD)",736137,356757,75649,"Interim Review","3/8/2018","3/8/2018"
"8293","PH - Rapid Re-Housing (HUD)",736137,356757,75916,"Interim Review","3/12/2018","3/12/2018"
"8294","PH - Rapid Re-Housing (HUD)",736144,400619,37313,"Interim Review","7/28/2016","7/28/2016"
"8295","PH - Rapid Re-Housing (HUD)",736145,405276,37314,"Interim Review","7/28/2016","7/28/2016"
"8296","PH - Rapid Re-Housing (HUD)",813994,428383,94409,"Interim Review","11/1/2016","10/4/2018"
"8297","PH - Rapid Re-Housing (HUD)",813995,428531,94410,"Interim Review","11/1/2016","10/4/2018"
"8298","PH - Rapid Re-Housing (HUD)",813996,428530,94411,"Interim Review","11/1/2016","10/4/2018"
"8299","PH - Rapid Re-Housing (HUD)",820373,361109,98442,"Interim Review","10/4/2016","11/27/2018"
"8300","PH - Rapid Re-Housing (HUD)",820374,361110,98443,"Interim Review","10/4/2016","11/27/2018"
"8301","PH - Rapid Re-Housing (HUD)",820375,361111,98444,"Interim Review","10/4/2016","11/27/2018"
"8302","PH - Rapid Re-Housing (HUD)",820376,420507,98445,"Interim Review","10/4/2016","11/27/2018"
"8303","PH - Rapid Re-Housing (HUD)",820377,361112,98446,"Interim Review","10/4/2016","11/27/2018"
"8304","PH - Rapid Re-Housing (HUD)",826633,427489,43406,"Interim Review","12/16/2016","12/16/2016"
"8305","PH - Rapid Re-Housing (HUD)",826634,427494,43407,"Interim Review","12/16/2016","12/16/2016"
"8306","PH - Rapid Re-Housing (HUD)",826664,439497,98463,"Interim Review","11/1/2016","11/27/2018"
"8307","PH - Rapid Re-Housing (HUD)",826665,439498,98464,"Interim Review","11/1/2016","11/27/2018"
"8308","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,17172,"Interim Review","9/30/2014","11/24/2014"
"8309","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,20029,"Interim Review","2/20/2015","4/15/2015"
"8310","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,20032,"Interim Review","12/23/2014","4/15/2015"
"8311","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,20173,"Interim Review","3/22/2015","8/12/2016"
"8312","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,21582,"Interim Review","6/25/2015","7/21/2015"
"8313","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,30199,"Interim Review","12/16/2015","4/14/2016"
"8314","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,30201,"Interim Review","3/23/2016","4/14/2016"
"8315","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,32267,"Interim Review","9/8/2015","6/28/2016"
"8316","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,32269,"Interim Review","6/14/2016","6/28/2016"
"8317","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,41762,"Interim Review","9/22/2016","10/28/2016"
"8318","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,44598,"Interim Review","12/13/2016","1/11/2017"
"8319","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542311,317785,50159,"Interim Review","3/27/2017","4/3/2017"
"8320","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,17173,"Interim Review","9/30/2014","11/24/2014"
"8321","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,20030,"Interim Review","2/20/2015","4/15/2015"
"8322","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,20033,"Interim Review","12/23/2014","4/15/2015"
"8323","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,20035,"Interim Review","12/23/2014","4/15/2015"
"8324","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,20037,"Interim Review","12/23/2014","4/15/2015"
"8325","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,20174,"Interim Review","3/22/2015","8/12/2016"
"8326","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,21583,"Interim Review","6/25/2015","7/21/2015"
"8327","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,28513,"Interim Review","3/23/2016","4/14/2016"
"8328","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,30200,"Interim Review","12/16/2015","4/14/2016"
"8329","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,30202,"Interim Review","3/23/2016","4/14/2016"
"8330","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,32268,"Interim Review","9/8/2015","6/28/2016"
"8331","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,32270,"Interim Review","6/14/2016","6/28/2016"
"8332","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,41763,"Interim Review","9/22/2016","10/28/2016"
"8333","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,44599,"Interim Review","12/13/2016","1/11/2017"
"8334","PH - Permanent Supportive Housing (disability required for entry) (HUD)",542312,317786,50160,"Interim Review","3/27/2017","4/3/2017"
"8335","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,15691,"Interim Review","9/30/2014","10/2/2014"
"8336","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,19028,"Interim Review","6/30/2014","2/25/2015"
"8337","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,19037,"Interim Review","11/3/2015","12/2/2015"
"8338","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,20209,"Interim Review","3/30/2015","8/12/2016"
"8339","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,21465,"Interim Review","6/25/2015","9/5/2016"
"8340","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,22400,"Interim Review","8/17/2015","7/1/2016"
"8341","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,28951,"Interim Review","12/16/2015","4/11/2017"
"8342","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,29379,"Interim Review","3/29/2016","8/12/2016"
"8343","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,41798,"Interim Review","9/30/2016","10/31/2016"
"8344","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547197,308521,41801,"Interim Review","6/30/2016","10/31/2016"
"8345","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547198,308523,15692,"Interim Review","9/30/2014","10/2/2014"
"8346","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547198,308523,19038,"Interim Review","11/3/2015","12/2/2015"
"8347","PH - Permanent Supportive Housing (disability required for entry) (HUD)",547198,308523,21466,"Interim Review","6/25/2015","9/5/2016"
